"TietoLahde,C,254","Nimi,C,254","KoordYkPoh,N,9,1","KoordYkIta,N,9,1",,
"Metsähallitus","Hoikkajärvi kota",7184531,3568009,"64.751514464","28.424826560"
"Metsähallitus","Iso-Riuskan autiotuvan tulentekopaikka",7242687,3581594,"65.269873943","28.743704831"
"Metsähallitus","Kota",7243523,3416894,"65.276900032","25.216037563"
"Metsähallitus","Tulentekopaikka",7243518,3416941,"65.276867127","25.217046808"
"Metsähallitus","Peuran polun tulipaikka, Pökkelöniemi II",7038342,3394007,"63.431179979","24.873190436"
"Metsähallitus","Kivijärvi autiotupa nuotiopaikka",7143970,3588798,"64.383049140","28.836579286"
"Metsähallitus","Viima Autiotuvan Tulen tekopaikka",7225600,3521800,"65.126007600","27.460617665"
"Metsähallitus","Räpättävä tulentekopaikka",7256250,3538650,"65.399344029","27.828019499"
"Metsähallitus","Saarijärvi autiotupa nuotiopaikka",7147712,3585057,"64.417547910","28.761249026"
"Metsähallitus","Niritsa kota",7513866,3395752,"67.693116625","24.535252754"
"Metsähallitus","Perukan laavu",7145679,3570664,"64.402593387","28.461771162"
"Metsähallitus","Veihtijärven tulentekopaikka",7170305,3641505,"64.601241593","29.952768333"
"Metsähallitus","Tammikosken laavu",7184283,3643117,"64.725770473","30.000201425"
"Metsähallitus","Jolhikko kota",7513398,3399402,"67.690203302","24.621738496"
"Metsähallitus","Kirkaslampi laavu",7189858,3575364,"64.797712710","28.582036211"
"Metsähallitus","Aittojärvi laavu",7188631,3636071,"64.767639104","29.856656132"
"Metsähallitus","Aittojärvi tulentekopaikka",7188642,3636075,"64.767736028","29.856750508"
"Metsähallitus","Porttijärvi  laavu",7485481,3389305,"67.436501293","24.411229279"
"Metsähallitus","Sihosen tulentekopaikka",7207520,3567595,"64.957730817","28.427018286"
"Metsähallitus","Syväjärven kodan tulentekopaikka",7190173,3597986,"64.794706301","29.057890794"
"Metsähallitus","Orhinselänniemi Puolikota",7391139,3385314,"66.589925143","24.409779394"
"Metsähallitus","Orhinselänniemi ulkotulipaikka 1",7391191,3385257,"66.590369764","24.408446930"
"Metsähallitus","IsoSomero laavu tulentekopaikka",7270972,3604354,"65.516930232","29.252364494"
"Metsähallitus","Ahvenperän tulentekopaikka",7356124,3616926,"66.275544115","29.600068302"
"Metsähallitus","Tontinniemen laavu",7201883,3620737,"64.892235491","29.545933084"
"Metsähallitus","Tontinniemen laavun tulentekopaikka",7201889,3620724,"64.892293943","29.545663990"
"Metsähallitus","IsoHossalaislampi tulentekopaikka",7267694,3611259,"65.485268869","29.398794686"
"Metsähallitus","Aventojoen tulipaikka",7368224,3593915,"66.391707091","29.097120019"
"Metsähallitus","Ristikallion tulipaikka",7369261,3594959,"66.400684355","29.121242681"
"Metsähallitus","Puikkokämpän tulipaikka",7370304,3596392,"66.409591669","29.154088372"
"Metsähallitus","Taivalkönkään autiotuvan tulipaikka",7370245,3598023,"66.408554860","29.190523265"
"Metsähallitus","Taivalkönkään tulipaikka",7370126,3598067,"66.407474681","29.191414045"
"Metsähallitus","Runsulammen tulipaikka",7368369,3600709,"66.390889413","29.249087103"
"Metsähallitus","Kiutakönkään tulentekopaikka 1",7365930,3604437,"66.367811176","29.330370158"
"Metsähallitus","Alinen Alposjärvi Laavu",7390927,3376040,"66.584438318","24.201146897"
"Metsähallitus","Harjuvaara Kota",7377936,3388611,"66.472850551","24.495972482"
"Metsähallitus","Harjuvaara Luontotorni",7377911,3388558,"66.472607536","24.494806762"
"Metsähallitus","Sompanen Kota",7390582,3391801,"66.587279398","24.556393611"
"Metsähallitus","Lihapyörre laavu tulentekopaikka",7270216,3609087,"65.508603091","29.353976383"
"Metsähallitus","Himotussaari Kota",7394979,3393912,"66.627407655","24.600132135"
"Metsähallitus","Värikallio kota ulkotulipaikka",7270630,3606911,"65.513035219","29.307321036"
"Metsähallitus","Puukkojärvi laavu tulentekopaikka",7268480,3611948,"65.492075868","29.414307323"
"Metsähallitus","Lipposensalmi laavu tulentekopaikka",7264063,3609919,"65.453186607","29.366943645"
"Metsähallitus","Syrjäsalmi laavu tulentekopaikka",7260410,3605083,"65.422043190","29.259919731"
"Metsähallitus","Kirkasvetinen tulentekopaikka nro 3",7268266,3609076,"65.491132828","29.352165145"
"Metsähallitus","Raakonlahti laavu",7390224,3385216,"66.581691942","24.408428135"
"Metsähallitus","Kiutakönkään telttailualueen tulentekopaikka",7366098,3604729,"66.369218790","29.337030133"
"Metsähallitus","Kiutakönkään telttailualueen tulentekop. 2",7366027,3604741,"66.368578603","29.337238799"
"Metsähallitus","AlaÖlkky laavu tulentekopaikka",7271450,3607385,"65.520227310","29.318209531"
"Metsähallitus","Pitkänniemenhieta Laavu",7394571,3385425,"66.620710861","24.409069120"
"Metsähallitus","Kangaslampi laavu tulentekopaikka",7268725,3613735,"65.493651957","29.453069153"
"Metsähallitus","Muikkupuro laavu tulentekopaikka",7266997,3610681,"65.479220080","29.385756652"
"Metsähallitus","Kiutakönkään pohjoispuolen tulentekopaikka",7366226,3604820,"66.370335181","29.339169040"
"Metsähallitus","Kiutakönkään pohjoispuolen tulentekopaikka 2",7366250,3604706,"66.370588430","29.336643450"
"Metsähallitus","Merenojan tulentekopaikka",7364767,3606300,"66.356762919","29.370980962"
"Metsähallitus","Palaneen Ansakämpän tulentekopaikka",7364251,3608659,"66.351329182","29.423179545"
"Metsähallitus","Kuikankoski laavu",7257392,3618656,"65.390355461","29.549339911"
"Metsähallitus","Kuikankoski laavu tulentekopaikka",7257392,3618661,"65.390353647","29.549447364"
"Metsähallitus","Ansakämpän tulipaikka",7363999,3609601,"66.348742818","29.443977093"
"Metsähallitus","Niskakoski tulentekopaikka",7260690,3618681,"65.419895777","29.552750548"
"Metsähallitus","Kulmakkopuron tulentekopaikka",7362055,3611003,"66.330831828","29.473537831"
"Metsähallitus","Jussinkämpän tulentekopaikka",7359103,3613148,"66.303617326","29.518703237"
"Metsähallitus","Huosilampi invalaavu ulkotulentekopaikka",7265972,3616536,"65.467994803","29.511133610"
"Metsähallitus","Huosilammpi inva tulentekopaikka",7266177,3616596,"65.469810145","29.512603303"
"Metsähallitus","Joukovirta laavu tulentekopaikka",7260189,3607684,"65.419215872","29.315719011"
"Metsähallitus","Suottavirta tulentekopaikka",7267903,3612342,"65.486769947","29.422329120"
"Metsähallitus","Kokalmus laavun tulentekopaikka",7264132,3608806,"65.454178014","29.343019047"
"Metsähallitus","Hakokoski laavu tulentekopaikka",7267623,3613214,"65.483959116","29.440905187"
"Metsähallitus","Lohisuoran laavun tulipaikka",7356141,3615884,"66.276082765","29.576907698"
"Metsähallitus","Alaniva tulentekopaikka",7256208,3619026,"65.379612684","29.556258547"
"Metsähallitus","Kaijankiven tulentekopaikka",7355899,3616665,"66.273625556","29.594055634"
"Metsähallitus","Harrisuvannon alamutkan tulentekopaikka",7354917,3611158,"66.266825487","29.470706031"
"Metsähallitus","Talvitienmutkan laavu",7356155,3614676,"66.276651771","29.550050904"
"Metsähallitus","Pystynkoski laavu",7258706,3618517,"65.402179062","29.547495113"
"Metsähallitus","Pystynkoski laavu tulentekopaikka",7258699,3618510,"65.402118880","29.547338523"
"Metsähallitus","Kivijärvi tulentekopaikka",7213077,3622106,"64.992038618","29.584460470"
"Metsähallitus","Matalanjärvi tulentekopaikka",7216729,3620303,"65.025417448","29.549411131"
"Metsähallitus","Likokankaan tulentekopaikka",7356770,3619266,"66.280450797","29.652721190"
"Metsähallitus","Pitkä-Hoilua tulentekopaikka nro 2",7265118,3610797,"65.462343294","29.386721700"
"Metsähallitus","Harrisuvannonniskan tulentakopaikka 2",7354804,3610833,"66.265927925","29.463380277"
"Metsähallitus","Harrisuvannonniskan tulentekopaikka 1",7354791,3610832,"66.265811806","29.463346657"
"Metsähallitus","Kaarlolampi tulipaikka",7336022,3523990,"66.116130706","27.526957742"
"Metsähallitus","Hietalahti Laavu",7394817,3382954,"66.621985155","24.353112309"
"Metsähallitus","Vennäänmutkan tulentekopaikka",7355432,3613854,"66.270473661","29.531115651"
"Metsähallitus","Viitasaari Laavu",7394995,3382462,"66.623392203","24.341846146"
"Metsähallitus","Kaltiolampi tulentekopaikka",7306301,3407998,"65.837209255","24.982509795"
"Metsähallitus","Kattilalampi tulentekopaikka",7269478,3611841,"65.501055329","29.412824306"
"Metsähallitus","IsoValkeinen tulentekopaikka",7268351,3610314,"65.491477524","29.378945657"
"Metsähallitus","Alakoski kota ulkotulipaikka",7256514,3619187,"65.382295785","29.559984270"
"Metsähallitus","Vihtasaaren tulentekopaikka",7085121,3454692,"63.863685929","26.075024347"
"Metsähallitus","Koljatin laavun tulipaikka",7345259,3560358,"66.194107865","28.335770108"
"Metsähallitus","Gamajotnsuohppasaja, laavu",7724951,3492642,"69.604019823","26.806497061"
"Metsähallitus","Liittolammen laavun tulipaikka",7347515,3565217,"66.213365824","28.444726631"
"Metsähallitus","Uusipuronlaavun tulipaikka",7347480,3568871,"66.212274839","28.525833864"
"Metsähallitus","Riisin autiotuvan tulipaikka",7349241,3570712,"66.227653456","28.567684224"
"Metsähallitus","Kapsuoja tulentekopaikka",7619065,3452697,"68.650873470","25.831879713"
"Metsähallitus","Kultahamina sääsuoja",7619265,3453959,"68.652878009","25.862832678"
"Metsähallitus","Ivalojoki tulipaikka kuivakäymalä",7586037,3437005,"68.351767882","25.466162477"
"Metsähallitus","Leirintäalueen tulentekopaikka",7366322,3602715,"66.371894189","29.292241532"
"Metsähallitus","Oulangan leirintäalueentulentekopaikka",7366322,3602715,"66.371894189","29.292241532"
"Metsähallitus","Valtavaaranlammen tulipaikka",7344787,3598320,"66.180329445","29.177343018"
"Metsähallitus","Valtavaaran kota",7345493,3599139,"66.186399687","29.196044773"
"Metsähallitus","Liikamaa Laavu",7402642,3395905,"66.696746116","24.638550074"
"Metsähallitus","Suolammin laavu",7347143,3599705,"66.201007035","29.209884327"
"Metsähallitus","Suolammin tulentekopaikka",7347138,3599694,"66.200965710","29.209636404"
"Metsähallitus","Palojoki Kota",7395145,3405883,"66.632789338","24.870122795"
"Metsähallitus","Lankojärvi Kota",7409051,3383113,"66.749548693","24.343018156"
"Metsähallitus","Pallistaja Laavu",7407408,3386562,"66.736128449","24.422744038"
"Metsähallitus","Pallistaja Luontotorni",7407401,3386553,"66.736062408","24.422546685"
"Metsähallitus","Jaipaljukka Kota",7414378,3374977,"66.794042722","24.153103134"
"Metsähallitus","Luovanlahti Laavu (rattosjärvi)",7420425,3406754,"66.859589265","24.870287741"
"Metsähallitus","Mustivaara Kota",7427536,3381086,"66.914338522","24.278764280"
"Metsähallitus","Naamijoen laavu",7474268,3378544,"67.331864207","24.172239639"
"Metsähallitus","Raijankangas Laavu",7429927,3364097,"66.928620361","23.888482449"
"Metsähallitus","Hirvaskoski Laavu",7411102,3362927,"66.759540633","23.883288032"
"Metsähallitus","Huosilampi invakatos",7266167,3616586,"65.469724122","29.512379135"
"Metsähallitus","Vasaojan laavu",7374420,3597610,"66.446096429","29.184550889"
"Metsähallitus","Savilammen tulentekopaikka",7372785,3596434,"66.431811305","29.156943511"
"Metsähallitus","Puikkojärven tulentekopaikka",7371450,3596285,"66.419894217","29.152578058"
"Metsähallitus","Salmilompolo Tulipaikka 2",7410081,3376913,"66.756343357","24.201444813"
"Metsähallitus","Inari Juutuanjoki Haapakoski liiteri Wc",7645667,3498381,"68.893389334","26.955459524"
"Metsähallitus","Valkeakoski Laavu",7409896,3363205,"66.748866564","23.890954077"
"Metsähallitus","Lavajärvi autiotupa tulentekopaikka",7260669,3603513,"65.424865476","29.226328097"
"Metsähallitus","AlaValkeinen autiotupa tulentekopaikka",7265825,3610335,"65.468835280","29.377340032"
"Metsähallitus","Puukkojärvi autiotupa tulentekopaikka",7268249,3612191,"65.489922351","29.419358722"
"Metsähallitus","Laukkujärvi autiotupa tulentekopaikka",7269949,3610385,"65.505772857","29.381782593"
"Metsähallitus","Inari Karipääjärvi tulipaikka",7638953,3494874,"68.833154889","26.868586181"
"Metsähallitus","Kukkuri autiotupa tulentekopaikka",7259727,3601258,"65.417129795","29.177089402"
"Metsähallitus","Kesänkijärvi itäpään laavu",7503873,3383417,"67.598961951","24.254933295"
"Metsähallitus","Tahkokurun laavu",7505803,3383466,"67.616266281","24.254074366"
"Metsähallitus","Tyllylahti tulipaikka",7646781,3536264,"68.901015025","27.898063380"
"Metsähallitus","Speiliniemi veneilytukikohta kota",7642923,3548661,"68.864531854","28.204573625"
"Metsähallitus","Petäjäsaari tulentekopaikka",7647791,3523430,"68.911453001","27.578985226"
"Metsähallitus","Kärppätupa tulentekopaikka",7656206,3536978,"68.985401707","27.919339496"
"Metsähallitus","Kahkusaari tulisijakehikko",7659122,3526521,"69.012746055","27.658955307"
"Metsähallitus","Kahkusaari veneilysääsuoja",7659133,3526545,"69.012842346","27.659558418"
"Metsähallitus","Jääsaari veneilytukikohta kota",7643111,3529472,"68.868924052","27.727997973"
"Metsähallitus","Jääsaari tulisijakehikko",7643083,3529387,"68.868682081","27.725878037"
"Metsähallitus","Aihteguoihka laavu",7762093,3499045,"69.937058771","26.970602419"
"Metsähallitus","Viddasnjarga nuotiokehikko",7764500,3494521,"69.958575653","26.852336487"
"Metsähallitus","Kuoppajärvi hirsikota",7629699,3494973,"68.750196330","26.871520634"
"Metsähallitus","hangaskurun laavu",7507664,3383579,"67.632978038","24.254790655"
"Metsähallitus","Äkäsmyllyn laavu",7519920,3377141,"67.740098564","24.089893548"
"Metsähallitus","Jokijärven kota",7511379,3369050,"67.660110865","23.908922865"
"Metsähallitus","Metsä-Ruonajärvi  laavu",7522571,3373829,"67.762421275","24.008655956"
"Metsähallitus","Särkitunturi kota",7534850,3372095,"67.871603434","23.953369450"
"Metsähallitus","Olosvuoman laavu",7539522,3365021,"67.910217613","23.779634515"
"Metsähallitus","Tunturijärven laavu. Olos",7540322,3367821,"67.918672652","23.845254406"
"Metsähallitus","Siepinvaaran laavu",7543027,3370014,"67.943884037","23.894195334"
"Metsähallitus","Äijäkoski laavu",7539216,3357510,"67.903876559","23.601443353"
"Metsähallitus","Raatejärvi tulentekopaikka",7046318,3401781,"63.504921508","25.023882484"
"Metsähallitus","Latvajärvi lintutorni",7506031,3396394,"67.623158994","24.557677040"
"Metsähallitus","Latvajärvi tulentekopaikka",7505990,3396394,"67.622791713","24.557715052"
"Metsähallitus","Tulentekopaikka Hautajärvi",7382320,3591634,"66.518708910","29.056504955"
"Metsähallitus","Näätälammin tulentekopaikka",7302160,3624638,"65.789186275","29.719489289"
"Metsähallitus","Hirvisuon luontopolun lintutorni",7234361,3467015,"65.203622383","26.291738948"
"Metsähallitus","Kapsajoki laavu",7554824,3426332,"68.069481611","25.228885715"
"Metsähallitus","Kujerivaara kota",7567267,3427248,"68.181222312","25.242351333"
"Metsähallitus","Lentokonekota",7512392,3396171,"67.680061810","24.546509199"
"Metsähallitus","Ränkänsaari laavu",7147103,3622261,"64.400816236","29.531909105"
"Metsähallitus","Juntinvaara tulentekopaikka",7128297,3658540,"64.217517584","30.262965493"
"Metsähallitus","Siilastuvan tulentekopaikka istuinkehikkoineen",7353420,3609681,"66.253932245","29.436565751"
"Metsähallitus","Pajupuro grillikatos",7337885,3526209,"66.132661821","27.576429353"
"Metsähallitus","Pölkkänä tulipaikka",7317606,3527007,"65.950743657","27.589871686"
"Metsähallitus","Huhmarsaari tulipaikka",6999788,3409434,"63.089732225","25.203666707"
"Metsähallitus","Liesjärven laavu",6934721,3368985,"62.494140719","24.454586803"
"Metsähallitus","Pitkäjärvi laavu",7022996,3414135,"63.298996956","25.284401932"
"Metsähallitus","Pakasaivon pieni kota",7506813,3364180,"67.617017205","23.799889827"
"Metsähallitus","Vuontisjärven kota",7553636,3368898,"68.038354762","23.854742816"
"Metsähallitus","Lintusaari tulipaikka 1",6996574,3406943,"63.060279134","25.156208313"
"Metsähallitus","Selkäsaari tulipaikka",6987577,3445800,"62.987495012","25.927436982"
"Metsähallitus","Honkasaari laavu",7001439,3431436,"63.109390608","25.638376289"
"Metsähallitus","Pieni-Palojärvi laavu",7001129,3418925,"63.104014767","25.390801071"
"Metsähallitus","Rakaja laavu",7009995,3448066,"63.188918519","25.965002323"
"Metsähallitus","Valtavaaranlammen laavu",7344787,3598314,"66.180331316","29.177210029"
"Metsähallitus","Kattilan tulentekopaikka",6693117,3361739,"60.325639777","24.494110487"
"Metsähallitus","Kuirivaara poltopuus.-kuivak.",7201411,3541909,"64.907151801","27.881665410"
"Metsähallitus","Väärälampi polttopuus.-kuivak.",7185511,3546886,"64.763900553","27.981577522"
"Metsähallitus","Syvälampi polttopuus.-kuivak.",7188185,3545137,"64.788120129","27.945671210"
"Metsähallitus","Naamisuvanto Laavu",7430685,3363375,"66.935083027","23.871133210"
"Metsähallitus","Lempeä Laavu",7421808,3366985,"66.857199319","23.963446383"
"Metsähallitus","Kangoskoski laavu",7531277,3352157,"67.830145057","23.484950111"
"Metsähallitus","Aareankosken laavu",7490276,3347988,"67.461091322","23.442037112"
"Metsähallitus","Kirkaslampi keittokatos",6873876,3310067,"61.923818924","23.379657259"
"Metsähallitus","Koverolampi tulentekopaikka",6872912,3309948,"61.915126677","23.378419263"
"Metsähallitus","Iso Kivijärvi tulentekopaikka",6877027,3310803,"61.952404115","23.390307553"
"Metsähallitus","Honkaniemi tulentekopaikka",6874612,3312082,"61.931412345","23.417169012"
"Metsähallitus","Haukilampi tulentekopaikka",6873611,3310906,"61.921864349","23.395877529"
"Metsähallitus","Harrihaudan laavu",7356334,3615476,"66.277962125","29.568008961"
"Metsähallitus","Harrihaudan tulentekopaikka",7356337,3615465,"66.277993048","29.567767013"
"Metsähallitus","Rahkalammen tulentekopaikka",7299626,3626671,"65.765691752","29.761414504"
"Metsähallitus","Helvetinjärven keittokatos, Luomalahti",6885047,3337866,"62.036796933","23.897906021"
"Metsähallitus","Helvetinjärven tulentekopaikka, Luoma",6885598,3337061,"62.041387502","23.882041293"
