"TietoLahde,C,254","Nimi,C,254","KoordYkPoh,N,9,1","KoordYkIta,N,9,1"
"Metsähallitus","Ahvenlampi, kuivakäymälä 1",7069205,3392342
"Metsähallitus","Tuntsa liiteri-käymälä",7501417,3618329
"Metsähallitus","Tuntsa keittokatos tulipaikka",7501399,3618362
"Metsähallitus","Saukuusikko käymälä",7510674,3617491
"Metsähallitus","Rysäslampi polttopuusuoja",6873968,3318551
"Metsähallitus","Petäjärinne käymälä",7498939,3620489
"Metsähallitus","Vahtikonelo käymälä",7497735,3622278
"Metsähallitus","Neiti-Karjala kota",7540764,3473984
"Metsähallitus","Haukilampi käymälä",6873661,3310902
"Metsähallitus","Nuoluskuru käymälä",7494870,3615332
"Metsähallitus","Nuoluskuru tulipaikka",7494898,3615395
"Metsähallitus","Suoltijoki liiteri-käymälä",7466654,3594049
"Metsähallitus","Kärnä keittokatos",7007847,3446314
"Metsähallitus","Nattanen palovartijanmaja käymälä",7559708,3515562
"Metsähallitus","Siskelilammen käymälä",7403383,3580515
"Metsähallitus","Kärnä tulentekopaikka",7007909,3446247
"Metsähallitus","Kellankoski kotalaavu",7006386,3446399
"Metsähallitus","Alakosken tulentekopaikka",7002229,3447980
"Metsähallitus","Kymönkosken tulentekopaikka",7001451,3447173
"Metsähallitus","Kymönkosken grillikatos",7001446,3447170
"Metsähallitus","Hietaperä veneluiska",7123247,3605170
"Metsähallitus","Pitkäjärvi tulentekopaikka",6875013,3311799
"Metsähallitus","Tunturilampi käymälä",7408481,3580554
"Metsähallitus","Ruuhitunturi luontotorni",7403902,3578641
"Metsähallitus","Kirnukangas laavu",6786070,3493669
"Metsähallitus","Seitsemisjoki tulentekopaikka",6872995,3312496
"Metsähallitus","Seitsemisjoki käymälä",6872961,3312525
"Metsähallitus","Ruuhijärvien tulentekopaikka, Pieni-Ruuhilampi",7012265,3418746
"Metsähallitus","Ruuhijärvien tulentekopaikka, Pieni-Ruuhilampi 2",7012263,3418742
"Metsähallitus","Ruuhijärvien laavu, Ruuhilampi",7011976,3419143
"Metsähallitus","Ruuhijärvet tulentekopaikka",7011887,3419134
"Metsähallitus","Jokiristi tulentekopaikka",6872684,3312699
"Metsähallitus","Jokiristi käymälä",6872664,3312701
"Metsähallitus","Ruuhijärvien tulentekopaikka, Poskijärvi",7011976,3419142
"Metsähallitus","Liesijärvi tulentekopaikka 1",6874225,3315064
"Metsähallitus","Liesijärvi tulentekopaikka 2",6874283,3315129
"Metsähallitus","Liesijärvi käymälä",6874238,3315171
"Metsähallitus","Uuronrotko laavu",7079521,3621362
"Metsähallitus","Piilopirtti tulipaikka",7533004,3476280
"Metsähallitus","Asumajoki laavu",6991158,3726678
"Metsähallitus","Asumajoki kuivakäymälä",6991169,3726680
"Metsähallitus","Ivalojoen Kultala väentupa tulipaikka",7602439,3487017
"Metsähallitus","Raappanan kammi tulipaikka",7571017,3543514
"Metsähallitus","Pieni Hiisijärvi kuiväkäymälä",7043908,3403943
"Metsähallitus","Kaunisharju käymälä",7406478,3581872
"Metsähallitus","Honkasaari, tulentekopaikka 2",7056616,3449317
"Metsähallitus","Kolmiolampi käymälä",7400623,3574421
"Metsähallitus","Pystökoski käymälä",7467973,3595219
"Metsähallitus","Lintuniemi käymälä",6868920,3447370
"Metsähallitus","Ministerikota käymälä",7475799,3601176
"Metsähallitus","Inari Tuulispää P- alue wc",7641608,3505263
"Metsähallitus","Pitkälampi käymälä",7413675,3583453
"Metsähallitus","Kalliojärvi tulipaikka",7408591,3571919
"Metsähallitus","Siskelilampi kota",7403399,3580505
"Metsähallitus","Saarivaara tulentekopaikka",7190928,3575332
"Metsähallitus","Saarijärvi Pohjoisranta tulentekopaikka",7191848,3574903
"Metsähallitus","Saarijärvi Pohjoisranta tulentekopaikka",7191871,3574887
"Metsähallitus","Hallan jääkäripirtti saunakota",7191270,3574990
"Metsähallitus","Kuluntajärvi lintutorni",7133101,3542460
"Metsähallitus","Vaskolompolo tulentekopaikka",7613662,3425703
"Metsähallitus","Oahojoki tulentekopaikka",7616990,3463090
"Metsähallitus","Postijoki tulentekopaikka",7616215,3436029
"Metsähallitus","Siltakoski  laavun tulentekopaikka",7080141,3637891
"Metsähallitus","Jokilampi laavun tulentekopaikka",7163495,3619166
"Metsähallitus","Martinjoki laavu",7236629,3630721
"Metsähallitus","Martinjoki laavun kuivakäymälä",7236671,3630696
"Metsähallitus","Polsoinpalo käymälä",7445997,3492511
"Metsähallitus","Tammikämpän autiotuvan tulipaikka",7538246,3368499
"Metsähallitus","Kirkaslampi pysäköintipaikka",7220145,3506605
"Metsähallitus","Konttilampi käymälä",7392231,3582554
"Metsähallitus","Palotunturi käymälä",7394525,3582192
"Metsähallitus","Pahkahongankangas kotalaavu",7018612,3390288
"Metsähallitus","Salamajärvi kuivakäymälä/liiteri Pahkahongankangas",7018615,3390301
"Metsähallitus","Ahvenlampi laavu Alajärvi",7002446,3364809
"Metsähallitus","Kiutakönkään kompostikäymälä pohjoispuoli",7366295,3604839
"Metsähallitus","Kiutakönkään telttailualueen kompostikäymälä",7366054,3604784
"Metsähallitus","Varkaankurun Kuivakäymälä",7502270,3382076
"Metsähallitus","Teuravuoman telatie  laavu",7473035,3379799
"Metsähallitus","Poskeinen käymälä",7045886,3404985
"Metsähallitus","Telatie Kuivakäymälä",7473040,3379765
"Metsähallitus","Jämäräoja tulipaikka",7474153,3379975
"Metsähallitus","Jämäräoja Kuivakäymälä",7474193,3379937
"Metsähallitus","Särkilehto Laavu",7476346,3379368
"Metsähallitus","Särkilehto Puusuoja/ Kuivakäymälä",7476355,3379351
"Metsähallitus","Saarijärvi Laavu",7476547,3376086
"Metsähallitus","Saarijärvi  Polttopuusuoja/ kuivakäymälä",7476568,3376069
"Metsähallitus","Telatie / luontotorni",7476366,3373681
"Metsähallitus","Niittypirtti käymälä/liiteri",7389072,3464304
"Metsähallitus","Niittypirtti tulentekopaikka",7389062,3464325
"Metsähallitus","Lemetinlahti laavu",7125098,3626807
"Metsähallitus","Lemetinlahti laavun tulentekopaikka",7125096,3626807
"Metsähallitus","Jouhteninen kuivakäymälä",6967008,3641003
"Metsähallitus","Jouhteninen tulentekopaikka itäinen",6967452,3641436
"Metsähallitus","Jouhteninen kuivakäymälä itäinen",6967424,3641371
"Metsähallitus","Pyhäsaari kuivakäymälä",6937769,3639165
"Metsähallitus","Pyssysaari tulipaikka",6990721,3419419
"Metsähallitus","Pyssysaari laavu",6990729,3419424
"Metsähallitus","Majasaari laavu",6994047,3419005
"Metsähallitus","Majasaari kuivakäymälä, Varanen",6994069,3418987
"Metsähallitus","Pökkelöniemi tulipaikka III",7038334,3394004
"Metsähallitus","Pieni Palojärvi tulipaikka",7001123,3418916
"Metsähallitus","Lemetinlahti käymälä",7125083,3626839
"Metsähallitus","Kallioniemi laavu",7125591,3627694
"Metsähallitus","Kallioniemi käymälä",7125604,3627708
"Metsähallitus","Kuivakäymällä Kaunislampi kota",7017422,3395010
"Metsähallitus","Laavu Kaunislampi",7017458,3394955
"Metsähallitus","Lehtolaavu",6858916,3275738
"Metsähallitus","Saivokierros tulipaikka",7515137,3379064
"Metsähallitus","Pieni Ritojärvi tulentekopaikka",7015424,3673853
"Metsähallitus","Ukonlampi tulentekopaikka",7030795,3690355
"Metsähallitus","Kolmiloukkonen tulentekopaikka",7406226,3581426
"Metsähallitus","Syvälampi laavu tulentekopaikka",7255678,3623286
"Metsähallitus","Kivijärvi Lintusaari polttopuusuoja-kuivakäymälä",6996613,3406994
"Metsähallitus","Lintusaari tulipaikka 2",6996623,3406967
"Metsähallitus","Lintusaari tulipaikka 3",6996538,3407130
"Metsähallitus","Koidanvaara tulentekopaikka",6995429,3725768
"Metsähallitus","Asumajoki tulentekopaikka",6991155,3726679
"Metsähallitus","Sevettijärven perinnetalo, kuivakäymälä",7715208,3562560
"Metsähallitus","Tammikämppä tulentekopaikka",7076833,3623767
"Metsähallitus","Akanlahden laavu",7326967,3566933
"Metsähallitus","Akanlahden tulipaikka",7326961,3566933
"Metsähallitus","Pahtavaara / Kuivakäymälä",7525670,3374660
"Metsähallitus","Pahtavvara/ Tulipaikka",7525652,3374638
"Metsähallitus","Juuanrova / Tulipaikka",7535957,3368595
"Metsähallitus","Kuninkaan kotalaavu Kokkovalkeinen",6976968,3368602
"Metsähallitus","Huttujärvi grillikatos",7437850,3501894
"Metsähallitus","Saiho käymälä",7544253,3602136
"Metsähallitus","Kivikkosuo tulentekopaikka",6988726,3727900
"Metsähallitus","Kivikkosuo kuivakäymälä",6988724,3727868
"Metsähallitus","Hirsiniemen laavu",7323612,3557017
"Metsähallitus","Hirsiniemi käymälä",7323626,3557049
"Metsähallitus","Hirsiniemi kota",7323935,3562340
"Metsähallitus","Hirsiniemi käymälä",7323962,3562347
"Metsähallitus","Kråkskärin nuotiopaikka",6661916,3223885
"Metsähallitus","Saamen polku Pikku-Kirakkajärvi puolikota",7725219,3576290
"Metsähallitus","Saamen polku Pikku-Kirakkajärvi kuivakäymälä",7725203,3576301
"Metsähallitus","Saamen polku Vainospää puolikota",7718842,3569604
"Metsähallitus","Saamen polku Kovien poikien lampi puolikota",7727193,3578793
"Metsähallitus","Saamen polku Kovien poikien lampi, kuivakäymälä",7727207,3578839
"Metsähallitus","Sollmusjoki tulentekopaikka",7711613,3563451
"Metsähallitus","Saunakoski tulentekopaikka",7729785,3567671
"Metsähallitus","Iijärvi Kuivakäymälä",7714607,3540756
"Metsähallitus","Kuoppavaaran laavu",7338262,3558162
"Metsähallitus","Kuoppavaaran käymälä",7338232,3558138
"Metsähallitus","Latvakangas käymälä",7169875,3497311
"Metsähallitus","Roussajärvi kuivakäymälä",7735019,3559801
"Metsähallitus","Roussajärvi tulentekopaikka",7735003,3559781
"Metsähallitus","Verkkopudas tulentekopaikka",6993868,3726040
"Metsähallitus","Nurmisaarenniemen kompostikäymälä",7363973,3609685
"Metsähallitus","Sollmusjärvi tulentekopaikka",7712794,3569159
"Metsähallitus","Kontinpaistama tulentekopaikka",7727020,3563199
"Metsähallitus","Kontinpaistama tulentekopaikka",7727020,3563188
"Metsähallitus","Kerojärven tulentekopaikka",7375713,3605803
"Metsähallitus","Lakonkangas tulentekopaikka",6982359,3730003
"Metsähallitus","Kontinpaistama pysäköintialue",7722406,3565186
"Metsähallitus","Hanhikoski tulentekopaikka",6983281,3728906
"Metsähallitus","Paavonlampi polttopuusuoja-kuivakäymälä",7014254,3710554
"Metsähallitus","Stuorra-äytsi PuuCee",7684150,3462152
"Metsähallitus","Stuorra-äytsi nuotiokehikko",7684150,3462152
"Metsähallitus","Madjohka nuotiokehikko",7736391,3487961
"Metsähallitus","Iso-Kankainen, katettu tulentekopaikka",6856237,3601682
"Metsähallitus","Iso-Kankainen, tulentekopaikka",6856173,3601630
"Metsähallitus","Kymmensylinen veneluiska",7102938,3614569
"Metsähallitus","Tsomasjärvi nuotiokehikko",7754615,3548042
"Metsähallitus","Niemipuro tulentekopaikka",6985013,3726706
"Metsähallitus","Karppisenpirtti käymälä",7515582,3555565
"Metsähallitus","Majavakoski käymälä",7513442,3557761
"Metsähallitus","Maurasaari jääluola kuivakäymälä",7639702,3526192
"Metsähallitus","Pielpavuono hirsikota",7650421,3506490
"Metsähallitus","Pielpavuono tulipaikka",7650432,3506456
"Metsähallitus","Takalan käymälä",6694329,3362150
"Metsähallitus","Rumakuru käymälä",7588824,3520842
"Metsähallitus","Rumakuru tulipaikka",7588818,3520817
"Metsähallitus","Rumakuru ulkotulipaikka",7588844,3520786
"Metsähallitus","Rumakuru vanha käymälä",7588416,3521247
"Metsähallitus","TKP Jussarön luontopolkutorni",6639769,3307895
"Metsähallitus","TKP Jussarön telttapaikkan käymälä",6640361,3308078
"Metsähallitus","Luulampi ulkotulipaikka",7585608,3523014
"Metsähallitus","Luulampi ulkotulipaikka",7585604,3522944
"Metsähallitus","Särkitunturi Tulentekopaikka",7534845,3372095
"Metsähallitus","Suksenpaistama käymälä",7396113,3577804
"Metsähallitus","Saarijärvi liiteri-käymälä",7385120,3606959
"Metsähallitus","Heinälampi liiteri-käymälä",7400389,3575445
"Metsähallitus","Palosaari kuivakäymälä",7633849,3525860
"Metsähallitus","Palosaari tulipaikka",7633825,3525850
"Metsähallitus","Palosaari tulipaikka",7633829,3525845
"Metsähallitus","Mielikköjärvi puusuoja kuivakäymälä",7627837,3528766
"Metsähallitus","Piilola kuivakäymälä",7671793,3569068
"Metsähallitus","Salmijoenkuru käymälä",7407967,3568703
"Metsähallitus","Salmijoenkuru tulipaikka",7407992,3568693
"Metsähallitus","Aihkipetsi tulipaikka",7399714,3578016
"Metsähallitus","Sotavaaranoja tulipaikka",7584341,3540486
"Metsähallitus","Karkalin kuivakäymälä",6685672,3323802
"Metsähallitus","Naarajärvi rantasauna tulentekopaikka",7035893,3666990
"Metsähallitus","Tikankolon tulipaikka",6692178,3359403
"Metsähallitus","Oravankolon tulentekopaikka",6694163,3360143
"Metsähallitus","Vuoltinen laavu",7527101,3539072
"Metsähallitus","Vuollosselkä liiteri",7535151,3532466
"Metsähallitus","Kotajärvi nuotiopaikka",6973267,3422008
"Metsähallitus","Suomunruoktu tulipaikka",7574503,3525977
"Metsähallitus","Kapusta varastokäymälä",7441348,3500229
"Metsähallitus","Pallasjärvi Jannela tulipaikka",7551249,3381867
"Metsähallitus","Maarinlahden luontotorni",6677316,3379181
"Metsähallitus","Rapakkolampi, tulentekopaikka",7048511,3401439
"Metsähallitus","Lummelampi tulentekopaikka",7044486,3401024
"Metsähallitus","Byabäckenin tulipaikka",6693818,3401128
"Metsähallitus","Pieni Hiisijärvi tulentekopaikka",7043872,3403924
"Metsähallitus","Iso Hiisijärvi tulentekopaikka",7043895,3403071
"Metsähallitus","Iso Hiisijärvi kuiväkäymälä",7044090,3403198
"Metsähallitus","Mustakero kuivakäymälä",7545165,3382565
"Metsähallitus","Tuntsajoki käymälä",7500031,3619009
"Metsähallitus","Karhukuusikko laavu",7418094,3505956
"Metsähallitus","Karhukuusikko käymälä",7418095,3505960
"Metsähallitus","Ounasjärven tulistelupaikka",7591056,3358220
"Metsähallitus","Ounasjärven tulipaikka Käymälä",7591047,3358219
"Metsähallitus","Lestijoki Raivio veneluiska",7059590,3381577
"Metsähallitus","Näätähiekka kuivakäymälä",7041121,3555755
"Metsähallitus","Karhulahti tulentekopaikka",6786194,3490738
"Metsähallitus","Ahveroinen laavu",7048358,3403726
"Metsähallitus","Mutkan tulentekopaikka",7267300,3492450
"Metsähallitus","Palopää kota",7595694,3521504
"Metsähallitus","Näätähiekka tulentekopaikka",7041078,3555827
"Metsähallitus","Valtionkärjen nuotiopaikka",6794387,3434542
"Metsähallitus","Järvipelastusseuran mökin puucee, Hietasaaret",6810153,3422135
"Metsähallitus","Näätähiekka tulentekopaikka",7041137,3555807
"Metsähallitus","Mustaviiri valvontatuvan tulentekopaikka",6685402,3478232
"Metsähallitus","Olhava laavu",6786109,3491602
"Metsähallitus","Olhava tulentekopaikka",6786118,3491597
"Metsähallitus","Kirveslammen p.paikka",7303806,3479101
"Metsähallitus","Soliskaarre tulipaikka",6999244,3434758
"Metsähallitus","Hyöteikön P-paikan käymälä",7284663,3619939
"Metsähallitus","Heinä-Suvannon lintulava 1",7006678,3456968
"Metsähallitus","Luttotupa käymälä",7595077,3523856
"Metsähallitus","Isosuon p-alueen käymälä-varasto, Puurijärvi-Isosuon kp",6801896,3263468
"Metsähallitus","Tolosjoki kota",7597878,3512364
"Metsähallitus","Tulipaikka luontotuvan telttailualueella",7382303,3591695
"Metsähallitus","Teljo tulentekopaikka",7076775,3641766
"Metsähallitus","Heinä-Suvannon luontotorni 2",7007103,3456085
"Metsähallitus","Kuusistonlahden lintutorni",6709334,3252286
"Metsähallitus","Pajupuro tulentekopaikka",7337890,3526182
"Metsähallitus","Ahvenlampi laavu",7030186,3381121
"Metsähallitus","Luontotuvan telttailualueen käymälä",7382303,3591695
"Metsähallitus","Jonkerin lähtöpaikka käymälä",7086025,3639901
"Metsähallitus","Palopää kota",7595712,3521500
"Metsähallitus","Ahveroinen tulentekopaikka",7048356,3403731
"Metsähallitus","Jonkerin lähtöpaikka tulenteko",7086059,3639941
"Metsähallitus","Syrjälahden P-paikan käymälä",7347006,3574076
"Metsähallitus","Jonkerin lähtöpaikka kota",7085996,3639921
"Metsähallitus","Ounasjärven kota",7592373,3363108
"Metsähallitus","Siida kota",7647614,3500748
"Metsähallitus","Heinä-Suvannon lintulava 2",7006900,3456712
"Metsähallitus","Palooja wc-liiteri",7595679,3521504
"Metsähallitus","Koivuköngäs P- alueen käymälä",7344283,3520671
"Metsähallitus","Moitakuru wc",7599141,3523507
"Metsähallitus","Pulmankijärvi käymälä",7761833,3539580
"Metsähallitus","Luttotupa tulipaikka",7595072,3523822
"Metsähallitus","Tolosjoki wc-liiteri",7597898,3512365
"Metsähallitus","Karhulahti kuivakäymälä",6786163,3490757
"Metsähallitus","Hepoköngäs infa wc",7191957,3541853
"Metsähallitus","Heinä-Suvannon luontotorni 1",7006071,3457519
"Metsähallitus","Valklammentien pysäköintialue",6691695,3359025
"Metsähallitus","Haapavitja pysäköintilalue",7037266,3674718
"Metsähallitus","Saarijärvi pysäköintialue",7056863,3653193
"Metsähallitus","Lahnasuon pysäköintialue",7006999,3681015
"Metsähallitus","Autiovaara pysäköintialue",7008373,3682456
"Metsähallitus","Luukangas pysäköintialue",7010062,3684508
"Metsähallitus","Lahnalampi pysäköintialue",7004270,3683620
"Metsähallitus","Kurkilahti pysäköintialue",7007241,3689021
"Metsähallitus","Itkiinpohja pysäköintialue",7033413,3682841
"Metsähallitus","Kalliokoski P-paikka",7517553,3392338
"Metsähallitus","Jokivaarankangas pysäköintialue",7003310,3692631
"Metsähallitus","Auttiköngäs p-alue",7355126,3509209
"Metsähallitus","Kemihaaran pysäköintialue",7543131,3582048
"Metsähallitus","Repojoki pysäköintialue",7596545,3457303
"Metsähallitus","Hangassalmenaho P-alue",7306068,3420090
"Metsähallitus","Kivalot P-alue",7311105,3411541
"Metsähallitus","Lihapyörre pysäköintialue",7270059,3609128
"Metsähallitus","Huosivirta pysäköintipaikka",7266318,3614376
"Metsähallitus","Niskakoski p-paikka",7260621,3618747
"Metsähallitus","Kuikankoski pysäköintipaikka",7257255,3618564
"Metsähallitus","Salamajärven parkkialue, Koirajokivarsi",7025315,3389379
"Metsähallitus","Surkanpuro pysäköintialue",7007379,3688158
"Metsähallitus","Neitikoski pysäköintialue",7036447,3673076
"Metsähallitus","Änäkäinen pysäköintialue (eteläinen)",7055653,3654028
"Metsähallitus","Telkkämäki pysäköintialue",6993653,3575745
"Metsähallitus","Hakolampi pysäköintialue",7081256,3609094
"Metsähallitus","Högbackan parkkipaikka",6692465,3363221
"Metsähallitus","Syväjärvi pysäköintialue ensimmäinen",7123329,3606941
"Metsähallitus","Tulivuoripuisto P-paikka",7519359,3386740
"Metsähallitus","Valkmusan parkkipaikka",6717969,3484004
"Metsähallitus","Kirkkaanlamminkangas pysäköintialue",6874789,3309737
"Metsähallitus","Riuttaskorven pysäköintialue, Haukijärvi",6879307,3321126
"Metsähallitus","Kattilan alaparkkipaikka",6693411,3361736
"Metsähallitus","Kattilan peltoparkkipaikka",6693280,3361828
"Metsähallitus","Jokikangas P-alue",7308051,3431758
"Metsähallitus","Keväjärvi P-alue",7302106,3457691
